box_id,avg_norm_area,size,video,segment
192,0.02374281939338235,Medium,00000000777000000.mp4,1
195,0.015051508884803921,Medium,00000000777000000.mp4,1
197,0.015230545343137256,Medium,00000000777000000.mp4,2
198,0.02272547104779412,Medium,00000000777000000.mp4,2
201,0.01504815793504902,Medium,00000000777000000.mp4,2
202,0.018431181066176472,Medium,00000000777000000.mp4,2
203,0.015011010263480392,Medium,00000000777000000.mp4,2
204,0.014445465686274509,Medium,00000000777000000.mp4,2
205,0.019030522365196083,Medium,00000000777000000.mp4,2
207,0.014346852022058824,Medium,00000000777000000.mp4,2
208,0.023337162990196076,Medium,00000000777000000.mp4,2
219,0.02335171568627451,Medium,00000000777000000.mp4,2
220,0.014878216911764709,Medium,00000000777000000.mp4,2
222,0.015026903339460784,Medium,00000000777000000.mp4,2
223,0.022569508272058822,Medium,00000000777000000.mp4,2
225,0.030164196537990195,Large,00000000777000000.mp4,2
229,0.0146859681372549,Medium,00000000777000000.mp4,2
232,0.02279134114583333,Medium,00000000777000000.mp4,2
233,0.008738606770833334,Small,00000000777000000.mp4,2
234,0.01494083180147059,Medium,00000000777000000.mp4,2
235,0.023390873927696076,Medium,00000000777000000.mp4,2
238,0.023537071078431372,Medium,00000000777000000.mp4,2
240,0.014667490042892157,Medium,00000000777000000.mp4,2
242,0.017799479166666667,Medium,00000000777000000.mp4,2
241,0.024789751838235292,Medium,00000000777000000.mp4,2
243,0.014523973651960783,Medium,00000000777000000.mp4,2
246,0.02577732460171569,Medium,00000000777000000.mp4,2
247,0.01493949142156863,Medium,00000000777000000.mp4,2
248,0.018625536151960782,Medium,00000000777000000.mp4,2
249,0.024084712009803923,Medium,00000000777000000.mp4,2
251,0.014680989583333335,Medium,00000000777000000.mp4,2
252,0.019150199142156866,Medium,00000000777000000.mp4,2
256,0.014696020986519606,Medium,00000000777000000.mp4,2
258,0.01495892693014706,Medium,00000000777000000.mp4,2
259,0.014916513480392158,Medium,00000000777000000.mp4,2
262,0.022757640165441177,Medium,00000000777000000.mp4,2
261,0.02344793581495098,Medium,00000000777000000.mp4,2
263,0.01847426470588235,Medium,00000000777000000.mp4,2
265,0.020589958639705884,Medium,00000000777000000.mp4,2
266,0.02286975337009804,Medium,00000000777000000.mp4,2
271,0.018626206341911766,Medium,00000000777000000.mp4,2
274,0.015096028645833332,Medium,00000000777000000.mp4,2
275,0.02657695695465686,Medium,00000000777000000.mp4,2
276,0.020688763786764704,Medium,00000000777000000.mp4,2
280,0.03632956112132353,Large,00000000777000000.mp4,2
281,0.015837258731617645,Medium,00000000777000000.mp4,2
283,0.011380591299019607,Medium,00000000777000000.mp4,2
286,0.01488970588235294,Medium,00000000777000000.mp4,2
287,0.014269301470588237,Medium,00000000777000000.mp4,2
288,0.021251723345588232,Medium,00000000777000000.mp4,2
289,0.020802408854166666,Medium,00000000777000000.mp4,2
290,0.014790900735294118,Medium,00000000777000000.mp4,2
294,0.017922315410539215,Medium,00000000777000000.mp4,2
298,0.010545726102941178,Small,00000000777000000.mp4,2
299,0.015923713235294117,Medium,00000000777000000.mp4,2
301,0.014797794117647058,Medium,00000000777000000.mp4,2
303,0.019440295649509803,Medium,00000000777000000.mp4,2
305,0.014780560661764705,Medium,00000000777000000.mp4,2
307,0.014621629901960784,Medium,00000000777000000.mp4,2
310,0.015336818321078433,Medium,00000000777000000.mp4,2
311,0.015465782015931373,Medium,00000000777000000.mp4,2
312,0.010535386029411764,Small,00000000777000000.mp4,2
313,0.014813495710784313,Medium,00000000777000000.mp4,2
314,0.015301393995098039,Medium,00000000777000000.mp4,2
315,0.016131472120098043,Medium,00000000777000000.mp4,2
316,0.01419175091911765,Medium,00000000777000000.mp4,2
317,0.025107230392156864,Medium,00000000777000000.mp4,2
318,0.02012867647058824,Medium,00000000777000000.mp4,2
329,0.02725471047794118,Medium,00000000777000000.mp4,2
333,0.01493949142156863,Medium,00000000777000000.mp4,2
341,0.020983455882352942,Medium,00000000777000000.mp4,2
345,0.022934378829656862,Medium,00000000777000000.mp4,2
346,0.012446863511029412,Medium,00000000777000000.mp4,2
347,0.014812155330882351,Medium,00000000777000000.mp4,2
348,0.017548253676470588,Medium,00000000777000000.mp4,2
351,0.010727826286764705,Small,00000000777000000.mp4,2
352,0.015254193474264707,Medium,00000000777000000.mp4,2
357,0.01454216452205882,Medium,00000000777000000.mp4,2
358,0.010763250612745098,Small,00000000777000000.mp4,2
361,0.014445465686274509,Medium,00000000777000000.mp4,2
365,0.017614889705882354,Medium,00000000777000000.mp4,2
366,0.031036592371323536,Large,00000000777000000.mp4,2
368,0.014621629901960784,Medium,00000000777000000.mp4,2
373,0.014388786764705883,Medium,00000000777000000.mp4,2
376,0.018966758578431376,Medium,00000000777000000.mp4,2
388,0.014269301470588237,Medium,00000000777000000.mp4,2
389,0.020631893382352943,Medium,00000000777000000.mp4,2
393,0.014300321691176471,Medium,00000000777000000.mp4,2
398,0.0236492800245098,Medium,00000000777000000.mp4,2
400,0.024488740808823527,Medium,00000000777000000.mp4,2
404,0.014331916360294118,Medium,00000000777000000.mp4,2
406,0.01539713541666667,Medium,00000000777000000.mp4,2
407,0.016418409160539212,Medium,00000000777000000.mp4,2
409,0.01887408088235294,Medium,00000000777000000.mp4,2
411,0.014269301470588237,Medium,00000000777000000.mp4,2
412,0.017066578584558824,Medium,00000000777000000.mp4,2
419,0.01983992034313725,Medium,00000000777000000.mp4,2
420,0.01168734681372549,Medium,00000000777000000.mp4,2
421,0.018310546875,Medium,00000000777000000.mp4,2
423,0.018047066482843137,Medium,00000000777000000.mp4,2
433,0.01698682598039216,Medium,00000000777000000.mp4,2
435,0.014169730392156863,Medium,00000000777000000.mp4,2
440,0.014780560661764705,Medium,00000000777000000.mp4,2
444,0.01475164675245098,Medium,00000000777000000.mp4,2
450,0.014773380055147061,Medium,00000000777000000.mp4,2
454,0.02109939874387255,Medium,00000000777000000.mp4,2
455,0.03538315716911765,Large,00000000777000000.mp4,2
451,0.014347713694852942,Medium,00000000777000000.mp4,2
462,0.02427763097426471,Medium,00000000777000000.mp4,3
488,0.019140625,Medium,00000000777000000.mp4,3
489,0.015658318014705883,Medium,00000000777000000.mp4,3
492,0.024233015471813724,Medium,00000000777000000.mp4,3
497,0.01495950137867647,Medium,00000000777000000.mp4,3
502,0.017396312040441175,Medium,00000000777000000.mp4,3
503,0.019576918658088235,Medium,00000000777000000.mp4,3
504,0.021603573069852944,Medium,00000000777000000.mp4,3
506,0.014445465686274509,Medium,00000000777000000.mp4,3
515,0.04165469898897059,Large,00000000777000000.mp4,3
518,0.011279009650735295,Medium,00000000777000000.mp4,3
520,0.014621629901960784,Medium,00000000777000000.mp4,3
522,0.014780560661764705,Medium,00000000777000000.mp4,3
523,0.019582567401960786,Medium,00000000777000000.mp4,3
525,0.014644990808823529,Medium,00000000777000000.mp4,3
527,0.014734700520833333,Medium,00000000777000000.mp4,3
528,0.025222120098039213,Medium,00000000777000000.mp4,3
530,0.0148779296875,Medium,00000000777000000.mp4,3
529,0.020950137867647062,Medium,00000000777000000.mp4,3
535,0.014269301470588237,Medium,00000000777000000.mp4,3
546,0.014529718137254902,Medium,00000000777000000.mp4,3
544,0.02392491957720588,Medium,00000000777000000.mp4,3
555,0.023925494025735294,Medium,00000000777000000.mp4,3
556,0.03466729856004902,Large,00000000777000000.mp4,3
561,0.02188361672794118,Medium,00000000777000000.mp4,3
568,0.014736519607843137,Medium,00000000777000000.mp4,3
569,0.015336818321078433,Medium,00000000777000000.mp4,3
570,0.01847426470588235,Medium,00000000777000000.mp4,3
571,0.017959080116421573,Medium,00000000777000000.mp4,3
577,0.019681564031862744,Medium,00000000777000000.mp4,3
579,0.03699314491421568,Large,00000000777000000.mp4,3
582,0.04231474034926471,Large,00000000777000000.mp4,3
587,0.0179913449754902,Medium,00000000777000000.mp4,3
585,0.020689051011029413,Medium,00000000777000000.mp4,3
591,0.014424402573529413,Medium,00000000777000000.mp4,3
594,0.014850643382352943,Medium,00000000777000000.mp4,3
597,0.021536458333333335,Medium,00000000777000000.mp4,3
603,0.0182144224877451,Medium,00000000777000000.mp4,3
606,0.00512072993259804,Small,00000000777000000.mp4,3
607,0.03814510569852941,Large,00000000777000000.mp4,3
612,0.01768794041053922,Medium,00000000777000000.mp4,3
616,0.038729798560049024,Large,00000000777000000.mp4,3
618,0.018525677849264705,Medium,00000000777000000.mp4,3
620,0.014621629901960784,Medium,00000000777000000.mp4,3
625,0.018145680147058828,Medium,00000000777000000.mp4,3
628,0.014851792279411764,Medium,00000000777000000.mp4,3
629,0.00971947763480392,Small,00000000777000000.mp4,3
636,0.019713924632352938,Medium,00000000777000000.mp4,3
637,0.05377613740808823,Large,00000000777000000.mp4,3
638,0.04096392463235295,Large,00000000777000000.mp4,3
639,0.010453814338235294,Small,00000000777000000.mp4,3
640,0.01925733379289216,Medium,00000000777000000.mp4,3
643,0.0535287415747549,Large,00000000777000000.mp4,3
644,0.014964096966911766,Medium,00000000777000000.mp4,3
650,0.018184742647058823,Medium,00000000777000000.mp4,3
654,0.013928079044117646,Medium,00000000777000000.mp4,3
658,0.02477261412377451,Medium,00000000777000000.mp4,3
669,0.020399720435049017,Medium,00000000777000000.mp4,3
668,0.020634574142156865,Medium,00000000777000000.mp4,3
671,0.014523973651960783,Medium,00000000777000000.mp4,3
674,0.01744839537377451,Medium,00000000777000000.mp4,3
675,0.015544577205882351,Medium,00000000777000000.mp4,3
683,0.014860026041666665,Medium,00000000777000000.mp4,3
682,0.01740579044117647,Medium,00000000777000000.mp4,3
686,0.006395143995098039,Small,00000000777000000.mp4,3
690,0.024974532781862745,Medium,00000000777000000.mp4,3
699,0.014999329810049023,Medium,00000000777000000.mp4,3
705,0.015218098958333334,Medium,00000000777000000.mp4,3
709,0.01837191712622549,Medium,00000000777000000.mp4,3
710,0.017703833486519608,Medium,00000000777000000.mp4,3
717,0.025238683363970588,Medium,00000000777000000.mp4,3
719,0.014346852022058824,Medium,00000000777000000.mp4,3
724,0.017354090073529414,Medium,00000000777000000.mp4,3
722,0.006344688265931373,Small,00000000777000000.mp4,3
723,0.011042719822303922,Medium,00000000777000000.mp4,3
726,0.014333256740196079,Medium,00000000777000000.mp4,3
730,0.021745653339460786,Medium,00000000777000000.mp4,3
733,0.016661400888480393,Medium,00000000777000000.mp4,3
738,0.018119638480392157,Medium,00000000777000000.mp4,3
740,0.019500325520833334,Medium,00000000777000000.mp4,3
741,0.026689453125000002,Medium,00000000777000000.mp4,3
742,0.014445465686274509,Medium,00000000777000000.mp4,3
752,0.014501953125,Medium,00000000777000000.mp4,3
754,0.02281939338235294,Medium,00000000777000000.mp4,3
759,0.028549134497549016,Medium,00000000777000000.mp4,3
764,0.02673397288602941,Medium,00000000777000000.mp4,3
765,0.019019033394607844,Medium,00000000777000000.mp4,3
766,0.015368795955882354,Medium,00000000777000000.mp4,3
767,0.021279679840686277,Medium,00000000777000000.mp4,3
774,0.014705882352941176,Medium,00000000777000000.mp4,3
775,0.0193017578125,Medium,00000000777000000.mp4,3
777,0.006497874540441176,Small,00000000777000000.mp4,3
778,0.014652267156862745,Medium,00000000777000000.mp4,3
779,0.020319201899509805,Medium,00000000777000000.mp4,3
781,0.03763834635416667,Large,00000000777000000.mp4,3
789,0.014669021905637255,Medium,00000000777000000.mp4,3
793,0.014130859374999999,Medium,00000000777000000.mp4,3
797,0.027646292892156865,Medium,00000000777000000.mp4,3
801,0.013097905177696078,Medium,00000000777000000.mp4,3
803,0.019849494485294113,Medium,00000000777000000.mp4,3
804,0.015742761948529412,Medium,00000000777000000.mp4,3
805,0.019667873008578432,Medium,00000000777000000.mp4,3
806,0.014368872549019607,Medium,00000000777000000.mp4,3
808,0.018588675704656867,Medium,00000000777000000.mp4,3
809,0.014624502144607842,Medium,00000000777000000.mp4,3
810,0.022838445925245098,Medium,00000000777000000.mp4,3
813,0.022778320312500003,Medium,00000000777000000.mp4,3
814,0.022966260723039214,Medium,00000000777000000.mp4,3
819,0.013795189950980391,Medium,00000000777000000.mp4,3
820,0.02463187423406863,Medium,00000000777000000.mp4,3
824,0.022268018535539218,Medium,00000000777000000.mp4,3
825,0.01457950367647059,Medium,00000000777000000.mp4,3
826,0.017945772058823528,Medium,00000000777000000.mp4,3
827,0.014657054227941177,Medium,00000000777000000.mp4,3
828,0.01860255821078432,Medium,00000000777000000.mp4,3
831,0.022974398743872547,Medium,00000000777000000.mp4,3
835,0.035669328278186266,Large,00000000777000000.mp4,3
844,0.023982077205882354,Medium,00000000777000000.mp4,3
848,0.016088867187499998,Medium,00000000777000000.mp4,3
852,0.015495749080882354,Medium,00000000777000000.mp4,3
853,0.024022097120098042,Medium,00000000777000000.mp4,3
854,0.020027286305147062,Medium,00000000777000000.mp4,3
857,0.014796453737745097,Medium,00000000777000000.mp4,3
860,0.011087526807598039,Medium,00000000777000000.mp4,3
867,0.022521541819852938,Medium,00000000777000000.mp4,3
869,0.03526242723651961,Large,00000000777000000.mp4,3
873,0.006264839920343138,Small,00000000777000000.mp4,3
872,0.022273667279411765,Medium,00000000777000000.mp4,3
877,0.014381701899509802,Medium,00000000777000000.mp4,3
881,0.019495921415441177,Medium,00000000777000000.mp4,3
882,0.015458218443627453,Medium,00000000777000000.mp4,3
890,0.011307732077205881,Medium,00000000777000000.mp4,3
894,0.019583524816176468,Medium,00000000777000000.mp4,3
895,0.019814740349264708,Medium,00000000777000000.mp4,3
897,0.02203038832720588,Medium,00000000777000000.mp4,3
900,0.019807176776960783,Medium,00000000777000000.mp4,3
902,0.014028607536764706,Medium,00000000777000000.mp4,3
904,0.014886833639705882,Medium,00000000777000000.mp4,3
907,0.019395009957107842,Medium,00000000777000000.mp4,3
908,0.02175149356617647,Medium,00000000777000000.mp4,3
914,0.015229204963235293,Medium,00000000777000000.mp4,3
922,0.016081207873774508,Medium,00000000777000000.mp4,3
925,0.019647863051470586,Medium,00000000777000000.mp4,3
926,0.024348000919117648,Medium,00000000777000000.mp4,3
929,0.014958639705882354,Medium,00000000777000000.mp4,3
931,0.014635799632352942,Medium,00000000777000000.mp4,3
932,0.022699908088235292,Medium,00000000777000000.mp4,3
933,0.01998477711397059,Medium,00000000777000000.mp4,3
934,0.024839728860294116,Medium,00000000777000000.mp4,3
936,0.015466547947303922,Medium,00000000777000000.mp4,3
939,0.0199609375,Medium,00000000777000000.mp4,3
940,0.019477156096813726,Medium,00000000777000000.mp4,3
941,0.0108706724877451,Small,00000000777000000.mp4,3
945,0.015234375,Medium,00000000777000000.mp4,3
946,0.02232134650735294,Medium,00000000777000000.mp4,3
947,0.014667585784313725,Medium,00000000777000000.mp4,3
950,0.020227673100490198,Medium,00000000777000000.mp4,3
951,0.015398092830882351,Medium,00000000777000000.mp4,3
953,0.01983331418504902,Medium,00000000777000000.mp4,3
955,0.020388039981617645,Medium,00000000777000000.mp4,3
958,0.022785788143382352,Medium,00000000777000000.mp4,3
959,0.020075444240196076,Medium,00000000777000000.mp4,3
961,0.01908002068014706,Medium,00000000777000000.mp4,3
963,0.01493949142156863,Medium,00000000777000000.mp4,3
967,0.01888451669730392,Medium,00000000777000000.mp4,3
969,0.021798502604166665,Medium,00000000777000000.mp4,3
974,0.015104932598039217,Medium,00000000777000000.mp4,4
975,0.018342333026960783,Medium,00000000777000000.mp4,4
977,0.019010416666666665,Medium,00000000777000000.mp4,4
978,0.014982862285539213,Medium,00000000777000000.mp4,4
980,0.015795802696078432,Medium,00000000777000000.mp4,4
981,0.02168878293504902,Medium,00000000777000000.mp4,4
983,0.0296728515625,Large,00000000777000000.mp4,4
984,0.014693340226715687,Medium,00000000777000000.mp4,4
988,0.017673866421568627,Medium,00000000777000000.mp4,4
990,0.015914234834558824,Medium,00000000777000000.mp4,4
992,0.01533260569852941,Medium,00000000777000000.mp4,4
993,0.005672679227941177,Small,00000000777000000.mp4,4
994,0.014346852022058824,Medium,00000000777000000.mp4,4
996,0.016258999693627447,Medium,00000000777000000.mp4,4
1001,0.019196059283088235,Medium,00000000777000000.mp4,4
1003,0.015076401654411764,Medium,00000000777000000.mp4,4
1004,0.019616651348039218,Medium,00000000777000000.mp4,4
1005,0.015233800551470587,Medium,00000000777000000.mp4,4
1008,0.015742761948529416,Medium,00000000777000000.mp4,4
1017,0.023493412990196076,Medium,00000000777000000.mp4,4
1019,0.015482728247549019,Medium,00000000777000000.mp4,4
1018,0.047684493719362744,Large,00000000777000000.mp4,4
1027,0.015498334099264707,Medium,00000000777000000.mp4,4
1028,0.018815008425245097,Medium,00000000777000000.mp4,4
1029,0.02036008348651961,Medium,00000000777000000.mp4,4
1034,0.019408030790441174,Medium,00000000777000000.mp4,4
1035,0.004860600490196079,Small,00000000777000000.mp4,4
1036,0.024436561734068628,Medium,00000000777000000.mp4,4
1037,0.05499770220588236,Large,00000000777000000.mp4,4
1041,0.01851284849877451,Medium,00000000777000000.mp4,4
1040,0.022932942708333334,Medium,00000000777000000.mp4,4
1043,0.031364028033088236,Large,00000000777000000.mp4,4
1048,0.01447610294117647,Medium,00000000777000000.mp4,4
1049,0.023688916973039216,Medium,00000000777000000.mp4,4
1050,0.011274605545343139,Medium,00000000777000000.mp4,4
1053,0.020976466758578432,Medium,00000000777000000.mp4,4
1062,0.015858609068627454,Medium,00000000777000000.mp4,4
1066,0.015654967064950974,Medium,00000000777000000.mp4,4
1068,0.018138499540441177,Medium,00000000777000000.mp4,4
1075,0.015364583333333334,Medium,00000000777000000.mp4,4
1077,0.01524835324754902,Medium,00000000777000000.mp4,4
1078,0.015939223345588234,Medium,00000000777000000.mp4,4
1082,0.013819412530637254,Medium,00000000777000000.mp4,4
1088,0.015254480698529412,Medium,00000000777000000.mp4,4
1087,0.019295726102941176,Medium,00000000777000000.mp4,4
1092,0.019625459558823527,Medium,00000000777000000.mp4,4
1096,0.006043007046568627,Small,00000000777000000.mp4,4
1098,0.035573874080882355,Large,00000000777000000.mp4,4
1099,0.014523399203431372,Medium,00000000777000000.mp4,4
1101,0.008741383272058822,Small,00000000777000000.mp4,4
1105,0.021938189338235294,Medium,00000000777000000.mp4,4
1108,0.01575051700367647,Medium,00000000777000000.mp4,4
1109,0.01552734375,Medium,00000000777000000.mp4,4
1110,0.020660520067401964,Medium,00000000777000000.mp4,4
1112,0.014858685661764705,Medium,00000000777000000.mp4,4
1129,0.019025735294117642,Medium,00000000777000000.mp4,4
1138,0.014565429687500001,Medium,00000000777000000.mp4,4
1140,0.015757984834558824,Medium,00000000777000000.mp4,4
1142,0.024652362898284312,Medium,00000000777000000.mp4,4
1148,0.01418390012254902,Medium,00000000777000000.mp4,4
1150,0.019574620863970587,Medium,00000000777000000.mp4,4
1154,0.015742761948529412,Medium,00000000777000000.mp4,4
1155,0.015387561274509803,Medium,00000000777000000.mp4,4
1156,0.015575214460784312,Medium,00000000777000000.mp4,4
1157,0.03349312576593137,Large,00000000777000000.mp4,4
1158,0.014982958026960782,Medium,00000000777000000.mp4,4
1168,0.021214862898284316,Medium,00000000777000000.mp4,4
1169,0.015014935661764709,Medium,00000000777000000.mp4,4
1170,0.019765242034313724,Medium,00000000777000000.mp4,4
1171,0.015448357077205885,Medium,00000000777000000.mp4,4
1172,0.023142999387254903,Medium,00000000777000000.mp4,4
1175,0.02414943321078431,Medium,00000000777000000.mp4,4
1183,0.01470358455882353,Medium,00000000777000000.mp4,4
1185,0.014556238511029412,Medium,00000000777000000.mp4,4
1186,0.015044806985294118,Medium,00000000777000000.mp4,4
1187,0.01802159926470588,Medium,00000000777000000.mp4,4
1191,0.020928596047794117,Medium,00000000777000000.mp4,4
1192,0.015230545343137256,Medium,00000000777000000.mp4,4
1193,0.029067957261029415,Medium,00000000777000000.mp4,4
1197,0.01457107843137255,Medium,00000000777000000.mp4,4
1202,0.015685221354166667,Medium,00000000777000000.mp4,4
1203,0.019429764093137257,Medium,00000000777000000.mp4,4
1205,0.02265146292892157,Medium,00000000777000000.mp4,4
1211,0.018128638174019607,Medium,00000000777000000.mp4,4
1213,0.04654919194240196,Large,00000000777000000.mp4,4
1221,0.047991249234068625,Large,00000000777000000.mp4,4
1222,0.015400294883578431,Medium,00000000777000000.mp4,4
1223,0.008476753982843137,Small,00000000777000000.mp4,4
1225,0.02519349341299019,Medium,00000000777000000.mp4,4
1226,0.016138748468137253,Medium,00000000777000000.mp4,4
1229,0.004876302083333334,Small,00000000777000000.mp4,4
1235,0.020293734681372546,Medium,00000000777000000.mp4,4
1237,0.009418466605392157,Small,00000000777000000.mp4,4
1238,0.015010723039215685,Medium,00000000777000000.mp4,4
1242,0.01475949754901961,Medium,00000000777000000.mp4,4
1243,0.009462986366421568,Small,00000000777000000.mp4,4
1244,0.015654679840686275,Medium,00000000777000000.mp4,4
1245,0.014895641850490198,Medium,00000000777000000.mp4,4
1246,0.008922717524509804,Small,00000000777000000.mp4,4
1247,0.014967256433823527,Medium,00000000777000000.mp4,4
1248,0.024896216299019606,Medium,00000000777000000.mp4,4
1251,0.00755093443627451,Small,00000000777000000.mp4,4
1252,0.01548215379901961,Medium,00000000777000000.mp4,4
1256,0.018319355085784313,Medium,00000000777000000.mp4,4
1255,0.0235922181372549,Medium,00000000777000000.mp4,4
1259,0.016178385416666666,Medium,00000000777000000.mp4,4
1260,0.01535500919117647,Medium,00000000777000000.mp4,4
1261,0.02318771063112745,Medium,00000000777000000.mp4,4
1265,0.018928749234068627,Medium,00000000777000000.mp4,4
1272,0.023835880055147057,Medium,00000000777000000.mp4,4
1273,0.01839815027573529,Medium,00000000777000000.mp4,4
1276,0.02085200291053922,Medium,00000000777000000.mp4,4
1277,0.015568895526960783,Medium,00000000777000000.mp4,4
1278,0.01804725796568627,Medium,00000000777000000.mp4,4
1280,0.04854396446078431,Large,00000000777000000.mp4,4
1282,0.016086282169117644,Medium,00000000777000000.mp4,4
1284,0.024570312499999997,Medium,00000000777000000.mp4,4
1286,0.014820772058823529,Medium,00000000777000000.mp4,4
